name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Dar al Gani 830,6377,Valid,Ureilite,53.1,Found,2000,27.04833,16.38433,"(27.048330, 16.384330)"
Dar al Gani 831,6378,Valid,H5,54.5,Found,2000,26.96533,16.46867,"(26.965330, 16.468670)"
Dar al Gani 832,6379,Valid,L4/5,166,Found,2000,27.447,16.14817,"(27.447000, 16.148170)"
Dar al Gani 833,6380,Valid,H5,9,Found,2000,26.9865,16.4375,"(26.986500, 16.437500)"
Dar al Gani 834,6381,Valid,H6,12.9,Found,2000,26.966,16.50283,"(26.966000, 16.502830)"
Dar al Gani 835,6382,Valid,H5,68.8,Found,2000,26.97033,16.45717,"(26.970330, 16.457170)"
Dar al Gani 836,6383,Valid,L6,35.1,Found,2000,26.98867,16.43717,"(26.988670, 16.437170)"
Dar al Gani 837,6384,Valid,L6,113,Found,2000,27.2735,16.24017,"(27.273500, 16.240170)"
Dar al Gani 838,6385,Valid,H5,27.1,Found,2000,26.972,16.468,"(26.972000, 16.468000)"
Dar al Gani 839,6386,Valid,H5,12.6,Found,2000,26.9915,16.45617,"(26.991500, 16.456170)"
Dar al Gani 868,6415,Valid,Ureilite,40,Found,2000,28,16,"(28.000000, 16.000000)"
Dar al Gani 870,6417,Valid,H3/4,262,Found,2000,26.911,16.45683,"(26.911000, 16.456830)"
Dar al Gani 874,6421,Valid,Ureilite,64.6,Found,2000,27.04183,16.405,"(27.041830, 16.405000)"
Dar al Gani 877,6424,Valid,H5,211,Found,2000,27.08333,16.11667,"(27.083330, 16.116670)"
Dar al Gani 878,6425,Valid,L4,58,Found,2000,27.23333,16.11667,"(27.233330, 16.116670)"
Dar al Gani 879,6426,Valid,Ureilite,26,Found,2000,27.13333,16.46667,"(27.133330, 16.466670)"
Dar al Gani 880,6427,Valid,H6,131,Found,2000,27.08333,16.11667,"(27.083330, 16.116670)"
Dar al Gani 881,6428,Valid,Howardite,86,Found,2000,27.43333,16.2,"(27.433330, 16.200000)"
Dar al Gani 882,6429,Valid,LL5-6,42,Found,2000,27.23333,16.1,"(27.233330, 16.100000)"
Dar al Gani 883,6430,Valid,H5-6,100,Found,2000,27.08333,16.11667,"(27.083330, 16.116670)"
Dar al Gani 884,6431,Valid,H4,100,Found,2000,27.1,16.1,"(27.100000, 16.100000)"
Dar al Gani 885,6432,Valid,H6,102,Found,2000,26.1,16.06667,"(26.100000, 16.066670)"
Dar al Gani 886,6433,Valid,H5,74,Found,2000,26.1,16.08333,"(26.100000, 16.083330)"
Dar al Gani 887,6434,Valid,H5/6,156,Found,2000,27.15,16.1,"(27.150000, 16.100000)"
Dar al Gani 888,6435,Valid,H5/6,44,Found,2000,27.16667,16.13333,"(27.166670, 16.133330)"
Dar al Gani 889,6436,Valid,H6,58,Found,2000,27.18333,16.11667,"(27.183330, 16.116670)"
Dar al Gani 890,6437,Valid,H5,68,Found,2000,27.18333,16.13333,"(27.183330, 16.133330)"
Dar al Gani 891,6438,Valid,L5,58,Found,2000,27.25,16.18333,"(27.250000, 16.183330)"
Dar al Gani 892,6439,Valid,H6,48,Found,2000,27.11667,16.1,"(27.116670, 16.100000)"
Dar al Gani 893,6440,Valid,H6,132,Found,2000,27.11667,16.06667,"(27.116670, 16.066670)"
Dar al Gani 894,6441,Valid,L3/4,78,Found,2000,27.23333,16.1,"(27.233330, 16.100000)"
Dar al Gani 895,6442,Valid,H4,286,Found,2000,27.13333,16.11667,"(27.133330, 16.116670)"
Dar al Gani 896,6443,Valid,H-imp melt,22.6,Found,2000,27.75,16.88333,"(27.750000, 16.883330)"
Dar al Gani 897,6444,Valid,Ureilite,73,Found,2000,27.66667,16.35,"(27.666670, 16.350000)"
Dar al Gani 903,6450,Valid,H3-6,114,Found,2000,27.12267,16.50617,"(27.122670, 16.506170)"
Dar al Gani 904,6451,Valid,H6,144,Found,2000,27.13683,16.1455,"(27.136830, 16.145500)"
Dar al Gani 905,6452,Valid,H6,141,Found,2000,27.10833,16.05833,"(27.108330, 16.058330)"
Dar al Gani 906,6453,Valid,L6,112,Found,2000,27.09283,16.12717,"(27.092830, 16.127170)"
Dar al Gani 907,6454,Valid,H6,142,Found,2000,27.05383,16.4475,"(27.053830, 16.447500)"
Dar al Gani 908,6455,Valid,H6,204,Found,2000,27.06517,16.13983,"(27.065170, 16.139830)"
Dar al Gani 915,6456,Valid,Howardite,740,Found,2000,27.35,16.18333,"(27.350000, 16.183330)"
Dar al Gani 916,6457,Valid,L4/5,183,Found,2000,27.25,16.13333,"(27.250000, 16.133330)"
Dar al Gani 917,6458,Valid,H4/5,52,Found,2000,27.25,16.13333,"(27.250000, 16.133330)"
Dar al Gani 918,6459,Valid,H3-5,200,Found,2000,27.2,16.08333,"(27.200000, 16.083330)"
Dar al Gani 919,6460,Valid,H5,106,Found,2000,27.21667,16.13333,"(27.216670, 16.133330)"
Dar al Gani 920,6461,Valid,H4,106,Found,2000,27.21667,16.15,"(27.216670, 16.150000)"
Dar al Gani 921,6462,Valid,H5,123,Found,2000,27.13333,16.2,"(27.133330, 16.200000)"
Dar al Gani 922,6463,Valid,L6,253,Found,2000,26.95,16.38333,"(26.950000, 16.383330)"
Dar al Gani 923,6464,Valid,Ureilite,255,Found,2000,27,16.35,"(27.000000, 16.350000)"
Dar al Gani 924,6465,Valid,L6,54,Found,2000,27.03333,16.35,"(27.033330, 16.350000)"
Dar al Gani 925,6466,Valid,H4,93,Found,2000,27.08333,16.25,"(27.083330, 16.250000)"
Dar al Gani 926,6467,Valid,H6,243,Found,2000,27.18333,16.26667,"(27.183330, 16.266670)"
Dar al Gani 927,6468,Valid,H6,367,Found,2000,26.98333,16.58333,"(26.983330, 16.583330)"
Dar al Gani 928,6469,Valid,H3/4,96,Found,2000,26.9,16.6,"(26.900000, 16.600000)"
Dar al Gani 929,6470,Valid,H3,119,Found,2000,26.95,16.45,"(26.950000, 16.450000)"
Dar al Gani 930,6471,Valid,H5,560,Found,2000,27.03333,16.43333,"(27.033330, 16.433330)"
Dar al Gani 931,6472,Valid,L6,140,Found,2000,27.11667,16.46667,"(27.116670, 16.466670)"
Dar al Gani 932,6473,Valid,Howardite,23,Found,2000,27.4,16.23333,"(27.400000, 16.233330)"
Dar al Gani 933,6474,Valid,H4,170,Found,2000,27.08333,16.06667,"(27.083330, 16.066670)"
Dar al Gani 934,6475,Valid,H6,54,Found,2000,27.08333,16.01667,"(27.083330, 16.016670)"
Dar al Gani 935,6476,Valid,H5,376,Found,2000,27.13333,16.01667,"(27.133330, 16.016670)"
Dar al Gani 936,6477,Valid,H3-5,522,Found,2000,27.21667,16.11667,"(27.216670, 16.116670)"
Dar al Gani 937,6478,Valid,L4,136,Found,2000,27.23333,16.15,"(27.233330, 16.150000)"
Dar al Gani 938,6479,Valid,H6,54,Found,2000,27.25,16.18333,"(27.250000, 16.183330)"
Dar al Gani 939,6480,Valid,L6,367,Found,2000,27.38333,16.05,"(27.383330, 16.050000)"
Dar al Gani 940,6481,Valid,L6,210,Found,2000,27.5,16.2,"(27.500000, 16.200000)"
Dar al Gani 941,6482,Valid,H6,57,Found,2000,27.56667,16.2,"(27.566670, 16.200000)"
Dar al Gani 943,6483,Valid,L5,15.25,Found,2000,27.21733,16.09267,"(27.217330, 16.092670)"
Dar al Gani 944,6484,Valid,LL6,119.27,Found,2000,27.19667,16.19717,"(27.196670, 16.197170)"
Dar al Gani 945,6485,Valid,Eucrite,300,Found,2000,27.18867,16.37583,"(27.188670, 16.375830)"
Dar al Gani 946,6486,Valid,LL4,54.03,Found,2000,27.18733,16.37817,"(27.187330, 16.378170)"
Dar al Gani 947,6487,Valid,LL6,436,Found,2000,27.44683,16.31933,"(27.446830, 16.319330)"
Dar al Gani 948,6488,Valid,L6,1032,Found,2000,27.68717,15.97717,"(27.687170, 15.977170)"
Dar al Gani 949,6489,Valid,L6,204.01,Found,2000,27.8985,15.86367,"(27.898500, 15.863670)"
Dar al Gani 950,6490,Valid,L6,42.83,Found,2000,27.899,15.8645,"(27.899000, 15.864500)"
Dar al Gani 951,6491,Valid,L5,1080,Found,2000,27.90167,15.8635,"(27.901670, 15.863500)"
Dar al Gani 964,6504,Valid,H3.9,158.1,Found,2000,27.0345,16.14283,"(27.034500, 16.142830)"
Dar al Gani 977,6517,Valid,Ureilite,17,Found,2000,27.08333,16.36667,"(27.083330, 16.366670)"
Dar al Gani 979,6519,Valid,L6,2483,Found,2000,27.45017,16.18667,"(27.450170, 16.186670)"
Dar al Gani 982,6522,Valid,H5,177,Found,2000,27.2115,16.432,"(27.211500, 16.432000)"
Dar al Gani 999,6539,Valid,Ureilite-pmict,2106,Found,2000,27.02583,16.36583,"(27.025830, 16.365830)"
Daraj 145,6600,Valid,H6,3354,Found,2000,29.64528,11.66472,"(29.645280, 11.664720)"
Daraj 146,6601,Valid,H5,4553,Found,2000,29.62778,11.7025,"(29.627780, 11.702500)"
Derrick Peak 00200,6666,Valid,"Iron, IIAB",10000,Found,2000,-80.06667,156.38333,"(-80.066670, 156.383330)"
Derrick Peak 00201,6667,Valid,"Iron, IIAB",2689.4,Found,2000,-80.06667,156.38333,"(-80.066670, 156.383330)"
Dhofar 005,6704,Valid,L6,125500,Found,2000,18.16667,54.16667,"(18.166670, 54.166670)"
Dhofar 012,6711,Valid,L4,4472,Found,2000,18.35833,54.23333,"(18.358330, 54.233330)"
Dhofar 013,6712,Valid,H4,1070,Found,2000,18.36667,54.23667,"(18.366670, 54.236670)"
Dhofar 014,6713,Valid,LL7,414,Found,2000,18.24333,54.14167,"(18.243330, 54.141670)"
Dhofar 015,6714,Valid,CK3,184,Found,2000,18.64333,54.43,"(18.643330, 54.430000)"
Dhofar 016,6715,Valid,H4,22,Found,2000,18.99333,54.415,"(18.993330, 54.415000)"
Dhofar 017,6716,Valid,H4,1736,Found,2000,18.16,54.13833,"(18.160000, 54.138330)"
Dhofar 018,6717,Valid,Howardite,833,Found,2000,18.30167,54.15333,"(18.301670, 54.153330)"
Dhofar 019,6718,Valid,Martian (shergottite),1056,Found,2000,18.315,54.14833,"(18.315000, 54.148330)"
Dhofar 020,6719,Valid,H4/5,256000,Found,2000,19.03333,54.51667,"(19.033330, 54.516670)"
Dhofar 021,6720,Valid,H5/6,2534,Found,2000,18.15333,54.17833,"(18.153330, 54.178330)"
Dhofar 022,6721,Valid,H3.9,110,Found,2000,19.02833,54.49167,"(19.028330, 54.491670)"
Dhofar 023,6722,Valid,H5,118,Found,2000,19.075,54.5,"(19.075000, 54.500000)"
Dhofar 024,6723,Valid,H3.9,164,Found,2000,19.06167,54.55333,"(19.061670, 54.553330)"
Dhofar 025,6724,Valid,Lunar (anorth),751,Found,2000,18.40333,54.15167,"(18.403330, 54.151670)"
Dhofar 026,6725,Valid,Lunar (anorth),148,Found,2000,18.22667,54.11167,"(18.226670, 54.111670)"
Dhofar 1039,6842,Valid,H6,296,Found,2000,18.33045,54.5268,"(18.330450, 54.526800)"
Dhofar 1040,6844,Valid,H5,361,Found,2000,18.7864,54.62955,"(18.786400, 54.629550)"
Dhofar 1041,6845,Valid,H6,215,Found,2000,18.86395,54.64277,"(18.863950, 54.642770)"
Dhofar 1042,6846,Valid,H6,332,Found,2000,18.93868,54.74035,"(18.938680, 54.740350)"
Dhofar 1043,6847,Valid,H4/5,205,Found,2000,18.91903,54.71077,"(18.919030, 54.710770)"
Dhofar 1044,6848,Valid,L5/6,208,Found,2000,18.86492,54.64965,"(18.864920, 54.649650)"
Dhofar 1045,6849,Valid,H5/6,170,Found,2000,18.81953,54.6138,"(18.819530, 54.613800)"
Dhofar 1046,6850,Valid,H5/6,248,Found,2000,18.85485,54.64018,"(18.854850, 54.640180)"
Dhofar 1047,6851,Valid,H4/5,296,Found,2000,18.79307,54.62728,"(18.793070, 54.627280)"
Dhofar 1048,6852,Valid,H5/6,267,Found,2000,18.71705,54.702,"(18.717050, 54.702000)"
Dhofar 1049,6853,Valid,L5,121,Found,2000,18.92632,54.7017,"(18.926320, 54.701700)"
Dhofar 1050,6855,Valid,H5,76,Found,2000,18.89137,54.62413,"(18.891370, 54.624130)"
Dhofar 1051,6856,Valid,L4/5,38,Found,2000,18.90902,54.61618,"(18.909020, 54.616180)"
Dhofar 1052,6857,Valid,L6,41,Found,2000,18.92287,54.62867,"(18.922870, 54.628670)"
Dhofar 1053,6858,Valid,H4/5,44.5,Found,2000,18.93638,54.72413,"(18.936380, 54.724130)"
Dhofar 1054,6859,Valid,H3-6,65,Found,2000,18.93075,54.672,"(18.930750, 54.672000)"
Dhofar 1055,6860,Valid,H4/5,114,Found,2000,18.97162,54.69287,"(18.971620, 54.692870)"
Dhofar 1056,6861,Valid,LL6,54,Found,2000,18.74713,54.75247,"(18.747130, 54.752470)"
Dhofar 1057,6862,Valid,L6,28,Found,2000,18.81522,54.63337,"(18.815220, 54.633370)"
Dhofar 1058,6863,Valid,H4/5,41,Found,2000,18.85703,54.64465,"(18.857030, 54.644650)"
Dhofar 1059,6864,Valid,L5/6,149,Found,2000,18.85235,54.6488,"(18.852350, 54.648800)"
Dhofar 106,6865,Valid,H6,725,Found,2000,19.173,54.75783,"(19.173000, 54.757830)"
Dhofar 1060,6866,Valid,H5,195,Found,2000,19.00248,54.53837,"(19.002480, 54.538370)"
Dhofar 1061,6867,Valid,L6,66,Found,2000,18.85472,54.64745,"(18.854720, 54.647450)"
Dhofar 1062,6868,Valid,L6,43,Found,2000,18.83792,54.67033,"(18.837920, 54.670330)"
Dhofar 1063,6869,Valid,H6,38,Found,2000,18.85372,54.75245,"(18.853720, 54.752450)"
Dhofar 1064,6870,Valid,L6,105,Found,2000,18.86328,54.67993,"(18.863280, 54.679930)"
Dhofar 1065,6871,Valid,H5,753,Found,2000,18.87373,54.58605,"(18.873730, 54.586050)"
Dhofar 1066,6872,Valid,H5/6,305,Found,2000,18.85002,54.62212,"(18.850020, 54.622120)"
Dhofar 1067,6873,Valid,H4-6,96,Found,2000,18.90415,54.70378,"(18.904150, 54.703780)"
Dhofar 1068,6874,Valid,L4/5,52,Found,2000,18.96287,54.75133,"(18.962870, 54.751330)"
Dhofar 1069,6875,Valid,LL5,182,Found,2000,18.95067,54.752,"(18.950670, 54.752000)"
Dhofar 107,6876,Valid,L6,50,Found,2000,19.26183,54.74083,"(19.261830, 54.740830)"
Dhofar 1070,6877,Valid,H6,308,Found,2000,19.00867,54.76962,"(19.008670, 54.769620)"
Dhofar 1071,6878,Valid,L6,4180,Found,2000,18.85395,54.64743,"(18.853950, 54.647430)"
Dhofar 1072,6879,Valid,LL6,680.5,Found,2000,18.85807,54.6433,"(18.858070, 54.643300)"
Dhofar 108,6887,Valid,L4/5,913,Found,2000,18.874,54.26817,"(18.874000, 54.268170)"
Dhofar 109,6894,Valid,L6,2209,Found,2000,18.7385,54.47817,"(18.738500, 54.478170)"
Dhofar 110,6895,Valid,H6,1287,Found,2000,18.43683,54.45483,"(18.436830, 54.454830)"
Dhofar 111,6896,Valid,L5,114,Found,2000,18.1575,54.09333,"(18.157500, 54.093330)"
Dhofar 112,6897,Valid,L6,201,Found,2000,18.178,54.10467,"(18.178000, 54.104670)"
Dhofar 113,6898,Valid,L6,356,Found,2000,18.1915,54.1125,"(18.191500, 54.112500)"
Dhofar 114,6899,Valid,L6,184,Found,2000,18.37933,54.2275,"(18.379330, 54.227500)"
Dhofar 115,6900,Valid,H4,487,Found,2000,18.60833,54.55167,"(18.608330, 54.551670)"
Dhofar 116,6901,Valid,L5,403,Found,2000,18.7435,54.5795,"(18.743500, 54.579500)"
Dhofar 117,6902,Valid,H5,385,Found,2000,18.70117,54.19683,"(18.701170, 54.196830)"
Dhofar 118,6903,Valid,H6,598,Found,2000,18.7385,54.26783,"(18.738500, 54.267830)"
Dhofar 119,6904,Valid,L5,586,Found,2000,18.87633,54.476,"(18.876330, 54.476000)"
Dhofar 120,6905,Valid,H4,240,Found,2000,18.97817,54.61667,"(18.978170, 54.616670)"
Dhofar 121,6906,Valid,L6,220,Found,2000,18.98267,54.62183,"(18.982670, 54.621830)"
Dhofar 122,6907,Valid,L6,1556,Found,2000,18.9855,54.62467,"(18.985500, 54.624670)"
Dhofar 123,6908,Valid,H6,1159,Found,2000,19.0145,54.60433,"(19.014500, 54.604330)"
Dhofar 124,6909,Valid,H6,63,Found,2000,19.05933,54.546,"(19.059330, 54.546000)"
Dhofar 125,6910,Valid,Acapulcoite,2697,Found,2000,18.98667,54.6005,"(18.986670, 54.600500)"
Dhofar 126,6911,Valid,LL6,132,Found,2000,19.14367,54.83783,"(19.143670, 54.837830)"
Dhofar 127,6912,Valid,H4,1349,Found,2000,19.29133,54.8345,"(19.291330, 54.834500)"
Dhofar 128,6913,Valid,H6,30,Found,2000,19.285,54.71067,"(19.285000, 54.710670)"
Dhofar 129,6914,Valid,L6,1240,Found,2000,19.29583,54.73183,"(19.295830, 54.731830)"
Dhofar 130,6915,Valid,L5,206,Found,2000,19.1795,54.88733,"(19.179500, 54.887330)"
Dhofar 131,6916,Valid,H5/6,9680,Found,2000,19.136,54.82267,"(19.136000, 54.822670)"
Dhofar 132,6917,Valid,Ureilite,5010,Found,2000,19.15,54.58067,"(19.150000, 54.580670)"
Dhofar 133,6918,Valid,L4,224,Found,2000,19.072,54.65267,"(19.072000, 54.652670)"
Dhofar 134,6919,Valid,H6,868,Found,2000,19.049,54.583,"(19.049000, 54.583000)"
Dhofar 135,6920,Valid,H4,1495,Found,2000,18.33233,54.2615,"(18.332330, 54.261500)"
Dhofar 136,6921,Valid,L6,324,Found,2000,18.70117,54.29083,"(18.701170, 54.290830)"
Dhofar 137,6922,Valid,L6,236,Found,2000,19.30133,54.82367,"(19.301330, 54.823670)"
Dhofar 138,6923,Valid,L6,5640,Found,2000,18.31133,54.36933,"(18.311330, 54.369330)"
Dhofar 139,6924,Valid,L6,1815,Found,2000,18.33767,54.45217,"(18.337670, 54.452170)"
Dhofar 140,6925,Valid,L5,3170,Found,2000,18.33583,54.512,"(18.335830, 54.512000)"
Dhofar 141,6926,Valid,LL4,160,Found,2000,18.3575,54.3535,"(18.357500, 54.353500)"
Dhofar 142,6927,Valid,L4,1835,Found,2000,18.38233,54.23617,"(18.382330, 54.236170)"
Dhofar 143,6928,Valid,H5,1785,Found,2000,18.412,54.16783,"(18.412000, 54.167830)"
Dhofar 144,6929,Valid,H5,630,Found,2000,18.41533,54.18233,"(18.415330, 54.182330)"
Dhofar 145,6930,Valid,H5,666,Found,2000,18.404,54.2415,"(18.404000, 54.241500)"
Dhofar 146,6931,Valid,L6,8795,Found,2000,18.34367,54.41567,"(18.343670, 54.415670)"
Dhofar 147,6932,Valid,L4,200,Found,2000,18.43583,54.2355,"(18.435830, 54.235500)"
Dhofar 148,6933,Valid,L6,5432,Found,2000,18.32167,54.481,"(18.321670, 54.481000)"
Dhofar 149,6934,Valid,L4,216,Found,2000,18.3165,54.31933,"(18.316500, 54.319330)"
Dhofar 150,6935,Valid,H4,356,Found,2000,19.24633,54.70667,"(19.246330, 54.706670)"
Dhofar 151,6936,Valid,LL5-6,79,Found,2000,19.10117,54.828,"(19.101170, 54.828000)"
Dhofar 152,6937,Valid,H6,554,Found,2000,19.11083,54.81017,"(19.110830, 54.810170)"
Dhofar 153,6938,Valid,H6,1025,Found,2000,19.11067,54.81633,"(19.110670, 54.816330)"
Dhofar 154,6939,Valid,H5,1045,Found,2000,19.1175,54.82683,"(19.117500, 54.826830)"
Dhofar 155,6940,Valid,L6,552,Found,2000,19.1275,54.77533,"(19.127500, 54.775330)"
Dhofar 156,6941,Valid,L5,1780,Found,2000,19.1465,54.64783,"(19.146500, 54.647830)"
Dhofar 157,6942,Valid,H5,5300,Found,2000,19.08833,54.79267,"(19.088330, 54.792670)"
Dhofar 158,6943,Valid,H4,69.7,Found,2000,19.37306,54.7625,"(19.373060, 54.762500)"
Dhofar 159,6944,Valid,L6,315.1,Found,2000,19.26444,54.81861,"(19.264440, 54.818610)"
Dhofar 160,6945,Valid,H3,653.8,Found,2000,19.25889,54.83833,"(19.258890, 54.838330)"
Dhofar 161,6946,Valid,L4,2506.1,Found,2000,19.27139,54.84722,"(19.271390, 54.847220)"
Dhofar 162,6947,Valid,L6,1967,Found,2000,19.12944,54.36861,"(19.129440, 54.368610)"
Dhofar 163,6948,Valid,LL5,208,Found,2000,19.14611,54.40111,"(19.146110, 54.401110)"
Dhofar 164,6949,Valid,H6,911,Found,2000,19.0275,54.68083,"(19.027500, 54.680830)"
Dhofar 165,6950,Valid,H6,92,Found,2000,19.055,54.57889,"(19.055000, 54.578890)"
Dhofar 166,6951,Valid,H6,97,Found,2000,19.0475,54.59194,"(19.047500, 54.591940)"
Dhofar 167,6952,Valid,H6,3636,Found,2000,19.05889,54.615,"(19.058890, 54.615000)"
Dhofar 168,6953,Valid,LL3/4,1452,Found,2000,19.04056,54.58167,"(19.040560, 54.581670)"
Dhofar 169,6954,Valid,H6,243.1,Found,2000,19.05139,54.56194,"(19.051390, 54.561940)"
Dhofar 170,6955,Valid,H6,176.2,Found,2000,19.05389,54.56722,"(19.053890, 54.567220)"
Dhofar 172,6956,Valid,H6,67.3,Found,2000,19.06278,54.55944,"(19.062780, 54.559440)"
Dhofar 173,6957,Valid,H6,293.1,Found,2000,19.06278,54.56,"(19.062780, 54.560000)"
Dhofar 174,6958,Valid,H6,312.9,Found,2000,19.06389,54.56389,"(19.063890, 54.563890)"
Dhofar 175,6959,Valid,H6,173,Found,2000,19.0625,54.55222,"(19.062500, 54.552220)"
Dhofar 176,6960,Valid,H4,312,Found,2000,19.06917,54.53472,"(19.069170, 54.534720)"
Dhofar 177,6961,Valid,H6,21.5,Found,2000,19.06667,54.5325,"(19.066670, 54.532500)"
Dhofar 178,6962,Valid,L6,233.9,Found,2000,19.09222,54.50389,"(19.092220, 54.503890)"
Dhofar 179,6963,Valid,H5,193.3,Found,2000,18.92056,54.61639,"(18.920560, 54.616390)"
Dhofar 180,6964,Valid,H5,271.5,Found,2000,18.92722,54.57972,"(18.927220, 54.579720)"
Dhofar 181,6965,Valid,H5,238.9,Found,2000,18.92972,54.57139,"(18.929720, 54.571390)"
Dhofar 182,6966,Valid,Eucrite-mmict,255.1,Found,2000,18.93833,54.50133,"(18.938330, 54.501330)"
Dhofar 183,6967,Valid,L5,1606.3,Found,2000,18.84722,54.47306,"(18.847220, 54.473060)"
Dhofar 184,6968,Valid,L6,66.6,Found,2000,18.85639,54.47528,"(18.856390, 54.475280)"
Dhofar 185,6969,Valid,L6,516.2,Found,2000,18.87222,54.47861,"(18.872220, 54.478610)"
Dhofar 186,6970,Valid,L6,146,Found,2000,18.88306,54.46583,"(18.883060, 54.465830)"
Dhofar 187,6971,Valid,L5,3049.2,Found,2000,18.85972,54.47056,"(18.859720, 54.470560)"
Dhofar 188,6972,Valid,H4,234,Found,2000,18.21167,54.14833,"(18.211670, 54.148330)"
Dhofar 189,6973,Valid,H3.8,120,Found,2000,18.34167,54.195,"(18.341670, 54.195000)"
Dhofar 190,6974,Valid,H4,90,Found,2000,18.38833,54.295,"(18.388330, 54.295000)"
Dhofar 191,6975,Valid,H4,226,Found,2000,18.405,54.245,"(18.405000, 54.245000)"
Dhofar 193,6977,Valid,H4,582,Found,2000,18.68667,54.41833,"(18.686670, 54.418330)"
Dhofar 194,6978,Valid,H4,134,Found,2000,18.83667,54.27,"(18.836670, 54.270000)"
Dhofar 200,6984,Valid,H4,1816,Found,2000,19.30333,54.59833,"(19.303330, 54.598330)"
Dhofar 202,6986,Valid,H4-5,1178.1,Found,2000,19.41667,54.75667,"(19.416670, 54.756670)"
Dhofar 203,6987,Valid,H4,274,Found,2000,18.18333,54.12333,"(18.183330, 54.123330)"
Dhofar 204,6988,Valid,L6,41.4,Found,2000,19.41833,54.76333,"(19.418330, 54.763330)"
Dhofar 205,6989,Valid,H4-5,20,Found,2000,19.39333,54.78,"(19.393330, 54.780000)"
Dhofar 206,6990,Valid,L3.7,190,Found,2000,18.23833,54.135,"(18.238330, 54.135000)"
Dhofar 208,6992,Valid,H3.9,12,Found,2000,18.80167,54.29,"(18.801670, 54.290000)"
Dhofar 210,6994,Valid,L4,272,Found,2000,18.75833,54.42667,"(18.758330, 54.426670)"
Dhofar 212,6996,Valid,H3.9,1456,Found,2000,18.86,54.83167,"(18.860000, 54.831670)"
Dhofar 213,6997,Valid,H5,256,Found,2000,18.525,54.11667,"(18.525000, 54.116670)"
Dhofar 217,7001,Valid,L6,602,Found,2000,18.74667,54.565,"(18.746670, 54.565000)"
Dhofar 221,7005,Valid,L5,3536,Found,2000,18.25167,54.19833,"(18.251670, 54.198330)"
Dhofar 222,7006,Valid,L5,5680,Found,2000,18.69333,54.37,"(18.693330, 54.370000)"
Dhofar 223,7007,Valid,H4,1708,Found,2000,18.26667,54.09667,"(18.266670, 54.096670)"
Dhofar 229,7013,Valid,H6,716,Found,2000,19.05667,54.575,"(19.056670, 54.575000)"
Dhofar 232,7016,Valid,LL6,128,Found,2000,18.435,54.105,"(18.435000, 54.105000)"
Dhofar 233,7017,Valid,L6,93,Found,2000,18.45,54.10333,"(18.450000, 54.103330)"
Dhofar 234,7018,Valid,H6,98,Found,2000,19.07,54.45667,"(19.070000, 54.456670)"
Dhofar 235,7019,Valid,LL5,394,Found,2000,19.005,54.55,"(19.005000, 54.550000)"
Dhofar 236,7020,Valid,L4,320,Found,2000,19.02833,54.54833,"(19.028330, 54.548330)"
Dhofar 237,7021,Valid,H5,206,Found,2000,19.17667,54.625,"(19.176670, 54.625000)"
Dhofar 239,7022,Valid,H4,4950,Found,2000,18.4235,54.48,"(18.423500, 54.480000)"
Dhofar 267,7050,Valid,H5,1910,Found,2000,18.32667,54.21833,"(18.326670, 54.218330)"
Dhofar 268,7051,Valid,H4,124,Found,2000,18.90167,54.56167,"(18.901670, 54.561670)"
Dhofar 269,7052,Valid,H5,2006,Found,2000,19.03833,54.515,"(19.038330, 54.515000)"
Dhofar 271,7054,Valid,H4,1335,Found,2000,18.265,54.045,"(18.265000, 54.045000)"
Dhofar 291,7074,Valid,L5,1164,Found,2000,18.24833,54.10333,"(18.248330, 54.103330)"
Dhofar 292,7075,Valid,H6,804,Found,2000,19.36833,54.68,"(19.368330, 54.680000)"
Dhofar 296,7079,Valid,L5,1412,Found,2000,19.32833,54.7,"(19.328330, 54.700000)"
Dhofar 319,7102,Valid,H5,416,Found,2000,18.57,54.28667,"(18.570000, 54.286670)"
Dhofar 322,7105,Valid,H5,658,Found,2000,18.33667,54.22167,"(18.336670, 54.221670)"
Dhofar 326,7109,Valid,H5,618,Found,2000,19.03333,54.515,"(19.033330, 54.515000)"
Dhofar 328,7111,Valid,LL5,536,Found,2000,18.98,54.405,"(18.980000, 54.405000)"
Dhofar 329,7112,Valid,H6,475,Found,2000,18.91833,54.57833,"(18.918330, 54.578330)"
Dhofar 331,7114,Valid,H5,946,Found,2000,18.14167,54.08667,"(18.141670, 54.086670)"
Dhofar 332,7115,Valid,H5,794,Found,2000,18.26833,54.12167,"(18.268330, 54.121670)"
Dhofar 333,7116,Valid,L6,410,Found,2000,18.375,54.13833,"(18.375000, 54.138330)"
Dhofar 334,7117,Valid,H3.9,973,Found,2000,19.05667,54.69833,"(19.056670, 54.698330)"
Dhofar 335,7118,Valid,L6,555,Found,2000,18.97333,54.68833,"(18.973330, 54.688330)"
Dhofar 340,7123,Valid,L4,236,Found,2000,18.88833,54.75667,"(18.888330, 54.756670)"
Dhofar 341,7124,Valid,H5,116,Found,2000,19.32833,54.705,"(19.328330, 54.705000)"
Dhofar 345,7128,Valid,H4,31,Found,2000,19.11667,54.80833,"(19.116670, 54.808330)"
Dhofar 351,7134,Valid,L6,258,Found,2000,19.23902,54.82563,"(19.239020, 54.825630)"
